BSN;Name;PLZ;Adresse;Telefon;Fax;eMail;Internet;
01K08;Schule am Schillerpark (Integrierte Sekundarschule);13349;Ofener Str. 6;+49 30 45799450;+49 30 45799455;sekretariat@schule-am-schillerpark.de;https://www.schule-am-schillerpark.de
01K09;Hedwig-Dohm-Schule (Integrierte Sekundarschule);10559;Stephanstr. 27;+49 30 38377131;+49 30 38377130;hedwig-dohm-os@web.de;https://hedwig-dohm-os.de
01K10;Theodor-Heuss-Gemeinschaftsschule;10559;Quitzowstr. 141 ;+49 30 39835210;+49 30 39835232;sekretariat@thgberlin.de;https://thgberlin.de
01P01;Evangelische Schule Berlin Mitte (Gemeinschaftsschule);10178;Rochstr. 7;+49 30 70725482;+49 30 70725483;schule@esbm.de;http://www.esbm.de
01P03;Jüdisches Gymnasium Moses Mendelssohn;10115;Große Hamburger Str. 27;+49 30 726265700;+49 30 7262657145;info@jgmm.de;https://jgmm.de
01P04;Freie Waldorfschule Berlin Mitte;10178;Weinmeisterstr. 16;+49 30 80097580;+49 30 800975814;verwaltung@waldorfschule-mitte.de;https://www.waldorfschule-mitte.de
01P05;Katholische Schule Sankt Paulus (Grundschule);10551;Waldenserstr. 27;+49 30 3954196;+49 30 3955032;schulleitung@kssp.schulerzbistum.de;https://www.st-paulus.schule
01P06;Canisius-Kolleg;10785;Tiergartenstr. 30-31;+49 30 26481100;+49 30 26481164;info@canisius.de;https://canisius.de
01P07;Lazarus Schulen der Hoffnungstaler Stiftung Lobetal;13355;Bernauer Str. 115-118;+49 30 46705204;+49 30 46705212;C.Herbst-Anacker@lazarus-schulen.berlin;https://www.lazarus-schulen.de
01P13;Freie Schule am Mauerpark (Grundschule);13355;Wolliner Str. 25-26;+49 30 42022690;+49 30 42022691;info@freieschuleberlin.de;https://www.freieschuleberlin.de
01P14;BEST-Sabel Berufsakademie;10179;Littenstr. 109;+49 30 4284910;+49 30 42849120;schule@best-sabel.de;https://best-sabel.de
01P16;Berlin Metropolitan School (Integrierte Sekundarschule);10115;Linienstr. 122;+49 30 88727390;+49 30 887273920;info@metropolitanschool.com;https://www.metropolitanschool.com
01P18;Bilinguale Schule Phorms Berlin Mitte;13355;Ackerstr. 76;+49 30 318737100;+49 30 467986320;berlin-mitte@phorms.de;https://berlin-mitte.phorms.de
01P22;Berlin Cosmopolitan School;10119;Rückerstr. 9;+49 30 688332324;+49 30 688332323;mail@cosmopolitanschool.de;https://www.cosmopolitanschool.de
01P23;Evangelische Schule Berlin Zentrum (Gemeinschaftsschule);10179;Wallstr. 32;+49 30 25760710;+49 30 257607129;info@ev-schule-zentrum.de;https://www.ev-schule-zentrum.de
01P25;Internationale Lomonossow-Schule Berlin (Gemeinschaftsschule);10785;Genthiner Str. 20;+49 30 2700077;+49 30 270007710;tiergarten@mitra-schulen.de;https://lomonossow-schule.de
01P36;BTB Schulzentrum gGmbH;10178;Alexanderstr. 5;+49 30 2888589925;+49 30 2888589990;info@btb-schulzentrum.de	;https://btb-schulzentrum.de
01P39;GPB College gGmbH;10117;Beuthstr. 8;+49 30 39048148;+49 30 39048140;info@gpb-college.de;https://www.gpb-college.de
01P40;Berufsfachschule  Paulo Freire im Zentrum ÜBERLEBEN;10559;Turmstr. 21;+49 30 30390653;+49 30 30614371;info@pflege-lernen.org;https://www.pflege-lernen.org
01P42;WWV Bildungsakademie gGmbH;10178;Alexanderstr. 1;+49 30 5146930;+49 30;wwv@wwv-online.de;https://www.abizubi.de
01P46;DDA Destiny Diversity Academy GmbH;13355;Brunnenstr. 110D;+49 30 76236766;+49 30 76236767;info@ddacademy.de;https://www.ddacademy.de
01P47;Ecole Voltaire (Grundschule);10785;Kurfürstenstr. 53;+49 30 4110015;+49 30 4110014;verein@ecolevoltaire.de;http://www.ecolevoltaire.de
01P48;meco Akademie GmbH;13347;Seestr. 64;+49 30 81005820;+49 30 81005824;info@meco-akademie.de;https://www.meco-akademie.de
01P49;Quinoa-Schule Freie Sekundarschule Berlin Wedding;13409;Kühnemannstr. 26;+49 30 983224100;+49 30 983224109;info@quinoa-bildung.de;https://www.quinoa-bildung.de
01P50;Kristall Grundschule - Inklusive Grundschule in freier Trägerschaft;13353;Tegeler Str. 13;+49 30 30873841;+49 30 30873850;kristall-gs@tjfbg.de;https://www.tjfbg.de
01P51;mediencollege Berlin gGmbH;10115;Invalidenstr. 17;+49 30 28873093;+49 30 28873094;grimmer@mediencollege-berlin.de;https://mediencollege.berlin
01P52;Schulen der ASIG Stiftung e.V.;10553;Kaiserin-Augusta-Allee 14;+49 30 4690540;+49 30 46905420;info@asig-berlin.de;http://www.asig-berlin.de
01P54;CeFi - Fachschule für Sozialpädagogik;10551;Turmstr. 44;+49 30 91692880;+49 30 91692882;sekretariat@cefi-akademie.de;https://www.cefi-akademie.de
01P55;FRÖBEL Akademie gGmbH - Fachschule für Sozialpädagogik;10117;Leipziger Str. 54;+49 30 21235280;+49 30 21235120;berlin@froebel-akademie.de;https://froebel-akademie.de/
01S01;Schule am Zille-Park;13347;Ravenéstr. 10-12;+49 30 460617401;+49 30 460617404;info@schule-am-zille-park.de;https://www.schule-am-zille-park.de
01S05;Schule in der Charité;13353;Augustenburger Platz 1;+49 30 130238053;+49 30 130238055;sekretariat@sidc.schule.berlin.de;https://www.schuleindercharite.de
01S06;Albert-Gutzmann-Schule;13357;Pankstr. 70;+49 30 46905960;+49 30 46905970;sekretariat@gutzmannschule.de;https://www.gutzmannschule.de
01S07;Charlotte-Pfeffer-Schule;10178;Berolinastr. 8;+49 30 2465740;+49 30 24657428;schulleitung@charlotte-pfeffer-schule.de;https://www.charlotte-pfeffer-schule.de
01Y02;John-Lennon-Gymnasium;10119;Zehdenicker Str. 17;+49 30 40500110;+49 30 40500120;sekretariat@jlgym-berlin.de;https://www.jlgym-berlin.de
01Y04;Musikgymnasium Carl Philipp Emanuel Bach;10115;Rheinsberger Str. 4-5;+49 30 40505830;+49 30 40505850;bach.musikgymnasium@berlin.de;https://musikgymnasium-berlin.de
01Y07;Französisches Gymnasium;10785;Derfflingerstr. 7;+49 30 25758910;+49 30 25758919;perben@fg-berlin.eu;https://www.fg-berlin.eu
01Y08;Lessing-Gymnasium;13349;Schöningstr. 17;+49 30 45798510;+49 30 45798516;post@lessing-gymnasium-berlin.de;https://lessing-gymnasium-berlin.de
01Y09;Diesterweg-Gymnasium;13357;Böttgerstr. 2-6;+49 30 46309620;+49 30 46309630;sekretariat@dwgym.berlin;https://www.dwgym.berlin
01Y11;Max-Planck-Gymnasium;10179;Singerstr. 8A;+49 30 847118830;+49 30 847118840;sekretariat@mpg-berlin.de;http://www.mpg-berlin.de
01Y12;Gymnasium Tiergarten;10555;Altonaer Str. 26;+49 30 398009710;+49 30 398009722;sekretariat@gymnasium-tiergarten.de;https://www.gymnasium-tiergarten.de
01Y13;13. Schule (Gymnasium);10551;Turmstr. 75;+49 30 9018 38210;+49 30 9018 38222;schulleitung@gymnasium-13.de;https://gymnasium-13.de
02B01;August-Sander-Schule;10245;Naglerstr. 1-3;+49 30 29362760;+49 30 293627620;schulbuero@august-sander-schule.de;https://www.august-sander-schule.de
02B02;Hans-Böckler-Schule (OSZ Konstruktionsbautechnik);10969;Lobeckstr. 76;+49 30 61670510;+49 30 61670599;info@osz-kt.de;https://osz-kt.de
02B03;Modeschule Berlin (OSZ Bekleidung und Mode);10969;Kochstr. 9;+49 30 25391511;+49 30 25391515;Schulleitung@modeschule-berlin.de;https://www.modeschule-berlin.de
02B04;OSZ Handel 1;10997;Wrangelstr. 98;+49 30 901661990;+49 30 901661996;sekretariat-schulleitung@oszhandel1.org;https://www.oszhandel.de
02B05;Jane-Addams-Schule (OSZ Sozialwesen);10249;Straßmannstr. 14-16;+49 30 4202760;+49 30 420276321;kontakt@osz-jas.de;https://www.osz-soz.de
02G01;Spartacus-Grundschule;10249;Friedenstr. 40-45;+49 30 42024930;+49 30 42024937;Schulleitung@spartacus.schule.berlin.de;http://www.grundschule-friedrichshain.de
02G02;Hausburg-Grundschule;10249;Hausburgstr. 20;+49 30 93956760;+49 30 939567615;schulleitung@hausburg.schule.berlin.de;http://www.hausburgschule.de
02G03;Justus-von-Liebig-Grundschule;10247;Liebigstr. 18A;+49 30 447283211;+49 30 447283215;02G03@02G03.schule.berlin.de;http://www.jvl-gs.de
02G04;Pettenkofer-Grundschule;10247;Pettenkoferstr. 20-24;+49 30 3229811911;+49 30 3229811915;Sekretariat@pettenkofer.schule.berlin.de;https://www.pettenkofer-grundschule.de
02G07;Ludwig-Hoffmann-Grundschule;10243;Lasdehner Str. 21-23;+49 30 293474211;+49 30 293474215;schulleitung@l-hoffmann.schule.berlin.de;http://www.ludwig-hoffmann-grundschule.de
02G08;Grundschule am Traveplatz;10247;Jessnerstr. 24-32;+49 30 48488000;+49 30 484880030;schulleitung@traveplatz.schule.berlin.de;https://www.grundschule-am-traveplatz.de
02G09;Zille-Grundschule;10245;Boxhagener Str. 46;+49 30 48488040;+49 30 484880449;schulleitung@zille-grundschule.de;https://www.zille-grundschule.de
02G10;Modersohn-Grundschule;10245;Niemannstr. 3;+49 30 48488340;+49 30 4848834127;Schulleitung@modersohn.schule.berlin.de;https://www.modersohn-schule.de
02G11;Thalia-Grundschule;10245;Alt-Stralau 34;+49 30 29347830;+49 30 293478315;Schulleitung@thalia-gs.schule.berlin.de;https://www.thalia-grundschule.de
02G12;Kurt-Schumacher-Grundschule;10969;Puttkamerstr. 19;+49 30 50585931;+49 30 50585915;02G12@02G12.schule.berlin.de;https://www.kurt-schumacher-grundschule-berlin.de
02G13;Charlotte-Salomon-Grundschule;10965;Großbeerenstr. 40;+49 30 50587511;+49 30 50587515;Sekretariat@02G13.schule.berlin.de;http://www.charlotte-salomon-grundschule.de
02G14;Galilei-Grundschule;10969;Friedrichstr. 13;+49 30 50585811;+49 30 50585815;sekretariat@galilei-grundschule.de;http://www.galilei-grundschule.de
02G18;Nürtingen-Grundschule;10997;Mariannenplatz 28;+49 30 61784231;+49 30 61784235;sekretariat@nuertingen.schule.berlin.de;http://www.nuertingen-grundschule.de
02G19;Fanny-Hensel-Grundschule;10963;Schöneberger Str. 24;+49 30 50586811;+49 30 50586815;sekretariat@fanny-hensel.schule.berlin.de;http://www.Fanny-Hensel-Grundschule.de
02G20;Bürgermeister-Herz-Grundschule;10961;Wilmsstr. 10;+49 30 3198702211;+49 30 3198702215;sekretariat@bmh.schule.berlin.de;http://www.bmh-schule.de
02G21;Reinhardswald-Grundschule;10961;Gneisenaustr. 73-74;+49 30 69037211;+49 30 69037215;sekretariat@reinhardswald.schule.berlin.de;http://www.reinhardswald-grundschule.de
02G22;Jens-Nydahl-Grundschule;10999;Kohlfurter Str. 20;+49 30 50586111;+49 30 50586115;sekretariat@jng.schule.berlin.de;
02G23;Fichtelgebirge-Grundschule;10997;Görlitzer Ufer 2;+49 30 22502811;+49 30 22502815;schulleitung@fichtelgebirge.schule.berlin.de;https://fichtelgebirge-grundschule-berlin.de
02G24;Otto-Wels-Grundschule;10969;Alexandrinenstr. 12;+49 30 50585311;+49 30 50585315;sekretariat@otto-wels.schule.berlin.de;https://owg-berlin.de
02G26;Lemgo-Grundschule;10967;Böckhstr. 5;+49 30 50585711;+49 30 50585715;Sekretariat@lemgo.schule.de;https://www.lemgogrundschule.de
02G27;Hunsrück-Grundschule;10999;Manteuffelstr. 79;+49 30 22503111;+49 30 22503115;schulleitung@hunsrueck-grundschule.de;https://hunsrueck-grundschule.de
02G29;Heinrich-Zille-Grundschule;10997;Waldemarstr. 118;+49 30 22503611;+49 3022503615;Heinrich-Zille-GS@web.de;https://hzg.berlin
02G31;Adolf-Glaßbrenner-Grundschule;10965;Hagelberger Str. 34;+49 30 50587531;+49 30 50587535;Adolf-Glassbrenner-Schule@web.de;https://www.adolf-glassbrenner-schule.de
02G32;Clara-Grunwald-Grundschule;10963;Hallesche Str. 24;+49 30 81888311;+49 30 81888315;clara-grunwald-gs@gmx.de;http://www.clara-grunwald-grundschule.de
02G33;Aziz-Nesin-Grundschule;10961;Urbanstr. 15;+49 30 2700409431;+49 30 2700409435;Sekretariat@aziz-nesin.schule.berlin.de;http://www.aziz-nesin-schule.de
02G34;Jane-Goodall-Grundschule;10247;Scharnweberstr. 19;+49 30 2464789211;+49 30 2464789215;sekretariat@jane-goodall.schule.berlin.de;https://www.jane-goodall-grundschule.de
02G35;Rosa-Parks-Grundschule;10999;Reichenberger Str. 65;+49 30 22502511;+49 30 22502515;mail@rosa-parks-grundschule.de;https://www.rosa-parks-grundschule.de
02G36;Blumen-Grundschule;10243;Andreasstr. 50;+49 30 3198702911;+49 30 3198702915;buero@36-grundschule.de;http://www.36-grundschule.de
02G37;37. Schule (Grundschule);10249;Pufendorfstr. 10;+49 30 290255911;+49 30 290259915;02G37@02G37.schule.berlin.de;http://37schule.berlin
02K01;Ellen-Key-Schule;10243;Rüdersdorfer Str. 20-27;+49 30 29773060;+49 30 2977306215;sekretariat@ellen-key.schule.berlin.de;http://www.eko-online.net
02K02;Carl-von-Ossietzky-Gemeinschaftsschule;10961;Blücherstr. 46-47;+49 30 2250277111;+49 30 2250277115;sekretariat@cvo-berlin.de;https://www.cvo-berlin.de
02K03;Hector-Peterson-Schule;10963;Tempelhofer Ufer 15;+49 30 50587711;+49 30 50587715;sekretariat@hps-berlin.schule;https://hps-berlin.schule
02K04;Bergmannkiez-Gemeinschaftsschule;10961;Gneisenaustr. 7;+49 30 81858711;+49 30 81858715;02K04@02K04.schule.berlin.de;https://bergmannkiez-gemeinschaftsschule.de
02K05;Schule am Königstor (Integrierte Sekundarschule);10249;Weinstr. 3;+49 30 447283411;+49 30 447283415;sek@koenigstor.schule.berlin.de;https://www.schule-am-koenigstor.de
02K06;Emanuel-Lasker-Schule (Gemeinschaftsschule);10245;Modersohnstr. 53;+49 30 2910807;+49 30 29669216;sekretariat@02K06.schule.berlin.de;https://els-schule.de
02K07;Georg-Weerth-Schule;10249;Eckertstr. 16A;+49 30 246567211;+49 30 246567215;info@georg-weerth-schule.de;https://www.georg-weerth-schule.de
02K08;Refik-Veseli-Schule (Integrierte Sekundarschule);10997;Skalitzer Str. 55;+49 30 22503511;+49 30 22503515;schulleitung@rvs.schule.berlin.de;https://www.refik-veseli-schule.eu
02K09;Albrecht-von-Graefe-Schule (Integrierte Sekundarschule);10967;Graefestr. 85;+49 30 50586011;+49 30 50586015;sekretariat@graefe.schule.berlin.de;https://www.albrecht-von-graefe-schule.de
02K10;Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule);10961;Bergmannstr. 64;+49 30 50585611;+49 30 50585615;sekretariat@ferdinand-freiligrath-schule.de;https://www.ferdinand-freiligrath-schule.de
02P03;Islamische Grundschule;10967;Boppstr. 4;+49 30 69507860;+49 30 69507861;sekretariat@islamische-grundschule.de;http://www.islamische-grundschule.de
02P04;Freie Waldorfschule Kreuzberg;10969;Ritterstr. 78;+49 30 61510100;+49 30 408189615;schulsekretariat@fwsk.net;http://www.waldorfschule-kreuzberg.de
02P05;Sozialpädagogisches Institut Berlin „Walter May“ - Stiftung SPI;10963;Hallesches Ufer 32-38;+49 30 25937390;+49 30 259373950;fachschulen@stiftung-spi.de;http://www.spi-fachschulen.de
02P07;Campus Berufsbildung e.V.;10969;Friedrichstr. 231;+49 30 25931877;+49 30 25931879;tbfs@campus-bb.de;https://www.campus-berlin.de/friedrichstrasse/
02P09;Freie Schule Kreuzberg (Grundschule);10997;Wrangelstr. 128 ;+49 30 74073334;+49 30 74073335;kontakt@freieschulekreuzberg.de;https://freieschulekreuzberg.de
02P11;Berlin Bilingual School (Grundschule);10249;Weinstr. 1;+49 30 24628089;+49 30 27582913;info@berlin-bilingual.de;https://berlin-bilingual-school.de
02P12;KreativitätsGrundschule Berlin Friedrichshain;10243;Strausberger Str. 38;+49 30 29035117;+49 30 29039449;schule-fh@krea-schulzentrum.de ;http://www.krea-schulzentrum.de
02P13;Netzwerk-Schule (Gemeinschaftsschule);10243;Marchlewskistr. 40;+49 30 40393340;+49 30;schule@netzwerkspielkultur.de;http://schule.netzwerkspielkultur.de
02P19;FORUM Berufsbildung e.V.;10969;Charlottenstr. 2;+49 30 2590080;+49 30 25900810;info@forum-berufsbildung.de;http://www.forum-berufsbildung.de
02P22;Pro Inklusio - Fachschule für Sozialpädagogik;10997;Muskauer Str. 53;+49 30 20078010;+49 30 20078465;proinklusio@diebildungspartner.de;https://proinklusio.diebildungspartner.de
02P23;Concept Berufliche Schulen gGmbH Berlin;10245;Revaler Str. 100 ;+49 30 48485850;+49 30 48485868;info@concept-berlin.de;http://www.concept-berlin.de
02P25;Evangelische Schule Berlin Friedrichshain (Grundschule);10249;Petersburger Platz 5;+49 30 32296700;+49 30 32297730;info@ev-schule-friedrichshain.de;http://www.ev-schule-friedrichshain.de
02P29;Kenntnisreich gGmbH;10965;Schmiedehof 23;+49 30 98510786;+49 30;fachschule@kenntnisreich.de;http://www.kenntnisreich-kindertagesstaetten.de
02P30;Concept - Fachschule für Sozialpädagogik;10243;Gubener Str. 47;+49 30 33916940;+49 30;info@concept-berlin.de;http://www.concept-berlin.de
02P31;procon College gGmbH;10963;Stresemannstr. 78;+49 17655237525;+49 30 21002124;info@procon-college.de;https://www.procon-college.de
02P32;sfe Schule für Erwachsenenbildung e.V.;10961;Gneisenaustr. 2A;+49 30 6937048;+49 30 6937049;koa@sfeberlin.de;http://www.sfeberlin.de
02P33;Freie Schule Windrose (Grundschule);10999;Wiener Str. 1-6;+49 30 61621775;+49 30 61621769;info@freie-schule-windrose.de;https://freie-schule-windrose.de
02S01;Temple-Grandin-Schule;10243;Lasdehner Str. 19;+49 30 293474231;+49 30 293474235;Schulleitung@temple-grandin.schule.berlin.de;http://www.temple-grandin-schule.de
02S02;Gustav-Meyer-Schule;10999;Kohlfurter Str. 22;+49 30 347423911;+49 30 347423915;02S02@02S02.schule.berlin.de;https://gustav-meyer-schule.de
02S03;Margarethe-von-Witzleben-Schule;10243;Palisadenstr. 76-77;+49 30 420249211;+49 30 420249215;schulleitung@witzleben.schule.berlin.de;http://www.witzleben-schule.de
02S06;Liebmann-Schule;10969;Friedrichstr. 13;+49 30 50585831;+49 30 50585835;02S06@02S06.schule.berlin.de;https://www.liebmann-schule-berlin.de
02Y01;Andreas-Gymnasium;10243;Koppenstr. 76;+49 30 29369020;+49 30 2936902199;sekretariat@andreas.schule.berlin.de;https://www.andreas-schule.org
02Y03;Heinrich-Hertz-Gymnasium;10247;Rigaer Str. 81-82;+49 30 42262080;+49 30 422620884;sekretariat@hhgym.de;https://hhgym.de
02Y04;Georg-Friedrich-Händel-Gymnasium;10247;Frankfurter Allee 6A;+49 30 2250279011;+49 30 2250279015;sekretariat@haendelgym.de;http://www.haendelgym.de
02Y05;Dathe-Gymnasium;10243;Helsingforser Str. 11-13;+49 30 2936063;+49 30 293606415;sek@dathe-gymnasium.de;https://www.dathe-gymnasium.de
02Y06;Leibniz-Gymnasium;10961;Schleiermacherstr. 23;+49 30 50586711;+49 30 50586715;sekretariat@leibnizschule-berlin.de;http://www.leibnizschule-berlin.de
02Y07;Robert-Koch-Gymnasium;10967;Dieffenbachstr. 60;+49 30 50585731;+49 30 50585735;Koch-Gymnasium@web.de;
02Y08;Hermann-Hesse-Gymnasium;10967;Böckhstr. 16;+49 30 666434090;+49 30 666434091;kontakt@hhg-kreuzberg.de;https://hesse-kreuzberg.de
03A04;Abendgymnasium Prenzlauer Berg;10439;Driesener Str. 22;+49 30 4254218;+49 30 4250121;mail@abendgymnasium-berlin.de;https://www.abendgymnasium-berlin.de
03B02;Berufliche Schule für Sozialwesen Pankow;13158;Erbeskopfweg 6-8;+49 30 50019910;+49 30 50019924;sekretariat@soz-pankow.de;https://www.schule-sozialwesen-pankow.de
03B04;Brillat-Savarin-Schule (OSZ Gastgewerbe);13088;Buschallee 23A;+49 30 9142660;+49 30 914266220;sekretariat@osz-gastgewerbe.de;https://www.osz-gastgewerbe.de
03B06;Konrad-Zuse-Schule;13156;Hermann-Hesse-Str. 34-36;+49 30 91609411;+49 30 9165691;sekretariat@kzsb.online;https://www.konrad-zuse-schule-berlin.de
